gene_name	chr	bp
IGHV3-69-1	14	106728615
IGHV1-69-2	14	106737547
IGHV1-69D	14	106762588
IGHV2-70	14	106771020
IGHV3-71	14	106775618
IGHV3-72	14	106791233
IGHV3-73	14	106803233
IGHV3-74	14	106811131
IGHVII-74-1	14	106821414
IGHV3-75	14	106824147
IGHV3-76	14	106828163
IGHVIII-76-1	14	106832052
MIR5195	14	106850999
IGHV5-78	14	106851417
IGHVII-78-1	14	106865895
IGHV3-79	14	106868092
IGHV4-80	14	106873186
IGHV7-81	14	106875071
IGHVIII-82	14	106879812
RNU6-978P	15	19883614
IGHV1OR15-9	15	19965101
SLC20A1P3	15	19968352
IGHV1OR15-2	15	19973218
IGHV3OR15-7	15	19988117
IGHD5OR15-5A	15	20003862
IGHD4OR15-4A	15	20004815
IGHD3OR15-3A	15	20005935
IGHD2OR15-2A	15	20008432
IGHD1OR15-1A	15	20011169
FAM30B	15	20012741
BCAR1P1	15	20074334
RN7SL584P	15	20096029
BMS1P15	15	20153776
RHPN2P1	15	20277503
CHEK2P2	15	20282983
HERC2P3	15	20505462
GOLGA6L6	15	20541800
MPHOSPH10P4	15	20549444
GOLGA8CP	15	20562375
RN7SL759P	15	20570886
SPATA31E2P	15	20599195
IGHV1OR15-6	15	20639890
NBEAP1	15	20688408
RNU6-498P	15	20738679
LONRF2P3	15	20775998
GRAMD4P5	15	20813299
MIR3118-2	15	20832795
RNU6-749P	15	20855357
POTEB2	15	20866314
ZNF519P2	15	20901609
NF1P1	15	20935658
MIR5701-1	15	20940252
OR11J2P	15	20960675
OR11J5P	15	20970215
LINC01193	15	20979019
IGHD5OR15-5B	15	21010516
IGHD4OR15-4B	15	21011469
IGHD3OR15-3B	15	21012589
IGHD2OR15-2B	15	21015078
IGHD1OR15-1B	15	21017816
FAM30C	15	21019388
BCAR1P2	15	21081447
RN7SL400P	15	21103138
BMS1P16	15	21160305
NBEAP4	15	21260147
RNU6-1235P	15	21307749
LONRF2P4	15	21345085
CXADRP2	15	21373881
GRAMD4P6	15	21383821
MIR3118-3	15	21406385
POTEB3	15	21440451
NF1P9	15	21509404
MIR5701-2	15	21513959
LINC02203	15	21552815
OR11K1BP	15	21596526
OR1Q1BP	15	21609102
OR4H6BP	15	21614118
OR4M2B	15	21637909
OR4N4C	15	21651844
OR4N3BP	15	21683038
MIR3118-4	15	21843750
RNU6-631P	15	21866316
POTEB	15	21877491
ZNF519P3	15	21912590
NF1P2	15	21946641
MIR5701-3	15	21951242
OR11J7P	15	21971706
OR11J6P	15	21981245
OR11H3P	15	22010529
OR4M2-OT1	15	22015233
OR11K1P	15	22031846
OR4Q1P	15	22044476
OR4H6P	15	22056709
OR4M2	15	22075384
OR4N4	15	22094522
OR4N3P	15	22125511
RPS8P10	15	22152897
IGHV1OR15-1	15	22160868
IGHV1OR15-3	15	22178542
IGHV4OR15-8	15	22185402
IGHV1OR15-4	15	22195317
MIR1268A	15	22225329
SPATA31E3P	15	22401208
RN7SL545P	15	22429489
GOLGA8EP	15	22437902
MPHOSPH10P9	15	22451209
GOLGA6L22	15	22458903
HERC2P7	15	22484840
HERC2P2	15	22495570
GOLGA8IP	15	22608184
RN7SL495P	15	22609377
WHAMMP3	15	22664359
PDCD6IPP1	15	22727104
NIPA1	15	22786644
NIPA2	15	22838691
CYFIP1	15	22980345
TUBGCP5	15	23039548
ELMO2P1	15	23083094
GOLGA6L1	15	23136822
MPHOSPH10P5	15	23144422
GOLGA8DP	15	23157428
RN7SL106P	15	23165897
ABCB10P1	15	23179869
MIR4509-1	15	23197827
GOLGA6L26	15	23334196
MPHOSPH10P6	15	23341848
GOLGA8S	15	23354748
RN7SL536P	15	23363272
HERC2P6	15	23430839
GOLGA6L2	15	23447238
MIR4508	15	23562131
MKRN3	15	23565717
MAGEL2	15	23647867
NDN	15	23687305
RNU6-741P	15	23777543
PWRN4	15	23912445
PWRN2	15	24169874
PWRN1	15	24343558
NPAP1	15	24675775
SNRPN	15	24905768
RPL5P1	15	24909825
RPS27P2	15	24911125
SNURF	15	24955004
SNORD107	15	24981994
PWAR5	15	24985053
SNORD64	15	24985100
SNORD108	15	24986925
SNORD109A	15	25041974
SNORD116-1	15	25051477
SNORD116-2	15	25054210
SNORD116-3	15	25056860
SNORD116-4	15	25059538
SNORD116-5	15	25062333
SNORD116-6	15	25065026
SNORD116-7	15	25067788
SNORD116-8	15	25070432
SNORD116-9	15	25073107
SNORD116-10	15	25074114
SNORD116-11	15	25075929
SNORD116-12	15	25077051
SNORD116-13	15	25079058
SNORD116-14	15	25080142
SNORD116-15	15	25081287
SNORD116-16	15	25082768
SNORD116-17	15	25083588
SNORD116-18	15	25085385
SNORD116-19	15	25086527
SNORD116-20	15	25087662
SNORD116-21	15	25088804
SNORD116-22	15	25089923
SNORD116-23	15	25091786
SNHG14	15	25093766
SNORD116-24	15	25094037
SNORD116-25	15	25097663
SNORD116-26	15	25099499
SNORD116-27	15	25101575
SNORD116-28	15	25104642
SNORD116-29	15	25106521
SNORD116-30	15	25108268
PWAR1	15	25135642
DMAC1P1	15	25169676
SNORD115-1	15	25170723
SNORD115-2	15	25172635
SNORD115-3	15	25174927
SNORD115-4	15	25176832
SNORD115-5	15	25178738
SNORD115-6	15	25180497
SNORD115-7	15	25182385
SNORD115-8	15	25184306
SNORD115-9	15	25185631
SNORD115-10	15	25187536
SNORD115-11	15	25189414
SNORD115-12	15	25191416
SNORD115-13	15	25193321
SNORD115-14	15	25194921
SNORD115-15	15	25197576
SNORD115-16	15	25199448
SNORD115-17	15	25201323
SNORD115-18	15	25203227
SNORD115-19	15	25204357
SNORD115-20	15	25206262
SNORD115-21	15	25208083
SNORD115-22	15	25209918
SNORD115-23	15	25211796
SNORD115-24	15	25213648
SNORD115-25	15	25215541
SNORD115-26	15	25218617
SNORD115-27	15	25220497
SNORD115-28	15	25222348
SNORD115-29	15	25223246
SNORD115-30	15	25225203
SNORD115-31	15	25227109
SNORD115-32	15	25228967
SNORD115-33	15	25230838
SNORD115-34	15	25232387
SNORD115-35	15	25234247
SNORD115-36	15	25236085
SNORD115-37	15	25237986
SNORD115-38	15	25239838
SNORD115-39	15	25241746
SNORD115-40	15	25243614
SNORD115-41	15	25245478
SNORD115-42	15	25247345
SNORD115-43	15	25249198
SNORD115-44	15	25250859
SNORD115-45	15	25264510
SNORD115-46	15	25266591
SNORD115-47	15	25268466
SNORD115-48	15	25269783
SNORD109B	15	25278343
UBE3A	15	25438694
LINC02250	15	25578806
RNA5SP390	15	25738508
ATP10A	15	25784360
MIR4715	15	25848825
ATP10A-DT	15	25865285
LINC02346	15	25923527
LINC00929	15	26115809
LINC02248	15	26395089
GABRB3	15	26742000
GABRA5	15	26867163
TVP23BP1	15	26964917
GABRG3-AS1	15	27161279
GABRG3	15	27271541
RNA5SP391	15	27280436
SERPINE4P	15	27340524
RPL5P32	15	27895704
OCA2	15	28099310
HERC2	15	28198029
RPL41P2	15	28315651
HERC2P1	15	28332237
GOLGA6L24	15	28358084
MPHOSPH10P7	15	28365731
GOLGA8F	15	28378664
RN7SL238P	15	28387196
ABCB10P3	15	28402868
MIR4509-2	15	28426491
MIR4509-3	15	28490845
ABCB10P4	15	28508808
GOLGA8G	15	28532970
GOLGA6L25	15	28553568
HERC2P11	15	28579400
HERC2P9	15	28589928
RN7SL719P	15	28703790
WHAMMP2	15	28737583
GOLGA8M	15	28738384
PDCD6IPP2	15	28801366
GOLGA6L7	15	28848659
APBA2	15	28886234
NSMCE3	15	29269822
ENTREP2	15	29570976
TUBBP8	15	29612570
LCIIAR	15	29674302
HMGN2P5	15	29730713
TJP1	15	29822470
NCAPGP2	15	30005205
SYNGR2P1	15	30044455
GOLGA8J	15	30083323
RN7SL673P	15	30091662
DNM1P28	15	30102093
ULK4P3	15	30110302
GOLGA8T	15	30135419
RN7SL469P	15	30143733
DNM1P30	15	30153409
LINC02249	15	30195950
RNU6-17P	15	30254508
CHRFAM7A	15	30393600
RN7SL196P	15	30405597
GOLGA8R	15	30413440
WHAMMP4	15	30470779
MPHOSPH10P3	15	30507377
GOLGA8Q	15	30555148
RN7SL796P	15	30560644
DNM1P50	15	30571089
ULK4P2	15	30579285
GOLGA8H	15	30604028
RN7SL628P	15	30612724
ARHGAP11B-DT	15	30625715
ARHGAP11B	15	30625966
GOLGA8UP	15	30791573
RN7SL82P	15	30800160
HERC2P10	15	30815271
TMEM183AP3	15	30883231
FAN1	15	30903903
RNU6-466P	15	30956350
MTMR10	15	30991599
MIR211	15	31065141
TRPM1	15	31084899
LINC02352	15	31215872
LINC03034	15	31229435
KLF13	15	31353043
UBE2CP4	15	31420128
DEPDC1P1	15	31768201
OTUD7A	15	31870677
CHRNA7	15	32030757
RNU6-18P	15	32284152
DNM1P31	15	32384937
RN7SL185P	15	32394613
GOLGA8K	15	32403292
ULK4P1	15	32428316
DNM1P32	15	32436503
RN7SL539P	15	32446964
GOLGA8O	15	32455268
GOLGA6L23P	15	32491586
MPHOSPH10P2	15	32500346
LINC02256	15	32536364
WHAMMP1	15	32536926
GOLGA8N	15	32594189
RN7SL286P	15	32602121
ARHGAP11A-SCG5	15	32614654
ARHGAP11A-DT	15	32615119
ARHGAP11A	15	32615515
SCG5	15	32643558
SCG5-AS1	15	32673067
GREM1	15	32718187
GREM1-AS1	15	32718930
HNRNPA1P71	15	33012119
FMN1	15	33068032
TMCO5B	15	33246603
RYR3-DT	15	33310574
RYR3	15	33835946
CHRM5	15	33968720
AVEN	15	34039149
RPL32P2	15	34086314
EMC7	15	34101865
PGBD4	15	34102083
KATNBL1	15	34210064
EMC4	15	34225033
SLC12A6	15	34337462
NOP10	15	34343145
NUTM1	15	34343362
LPCAT4	15	34366981
ACTG1P15	15	34374603
MIR1233-1	15	34382150
GOLGA8A	15	34437458
HNRNPLP2	15	34490571
FSCN1P1	15	34494420
DNM1P5	15	34520608
MIR1233-2	15	34528371
GOLGA8B	15	34582877
LINC02252	15	34671095
GJD2	15	34754998
GJD2-DT	15	34755112
ACTC1	15	34795434
TUBAP11	15	34850395
RPL36AP8	15	34943080
AQR	15	34969725
ZNF770	15	34988278
NANOGP8	15	35085295
PRELID1P4	15	35122084
ANP32AP1	15	35237326
NUTF2P6	15	35282596
RBM17P4	15	35299440
MIR3942	15	35372364
HNRNPA1P45	15	35400691
DPH6	15	35546153
DPH6-DT	15	35546254
MIR4510	15	35926856
LINC02853	15	36047568
COX6CP4	15	36571985
CDIN1	15	36579844
LARP4P	15	36617089
TPST2P1	15	36627775
CSNK1A1P1	15	36818113
MIR8063	15	36972901
MEIS2	15	37097367
TMCO5A	15	37934633
LINC02345	15	38004730
LINC01852	15	38072967
LINC02895	15	38226883
SPRED1	15	38252466
FAM98B	15	38459151
RASGRP1	15	38564635
LINC02694	15	38671855
LINC02915	15	39250682
THBS1-IT1	15	39586561
THBS1	15	39587452
THBS1-AS1	15	39588882
FSIP1	15	39782812
GPR176	15	39919951
GPR176-DT	15	39921049
EIF2AK4	15	39934181
H3P38	15	39951708
SRP14	15	40039158
SRP14-DT	15	40039293
BMF-AS1	15	40088832
BMF	15	40108745
BUB1B	15	40161073
BUB1B-PAK6	15	40218500
PAK6	15	40252549
PAK6-AS1	15	40252939
ANKRD63	15	40283064
PLCB2-AS1	15	40300670
PLCB2	15	40303491
RPLP0P10	15	40313289
INAFM2	15	40324454
RNA5SP392	15	40331648
CCDC9B	15	40340340
PHGR1	15	40351034
DISP2	15	40361623
KNSTRN	15	40382979
IVD	15	40407946
BAHD1	15	40441127
CHST14	15	40471035
RNU6-516P	15	40529570
CCDC32	15	40565011
RPUSD2	15	40569315
KNL1	15	40594272
RN7SL376P	15	40615928
RAD51-AS1	15	40695098
RAD51	15	40695171
RMDN3	15	40755245
SUMO2P15	15	40760597
GCHFR	15	40764125
C15orf62	15	40769980
DNAJC17	15	40807460
ZFYVE19	15	40807734
PPP1R14D	15	40828709
SPINT1	15	40844205
SPINT1-AS1	15	40844423
RHOV	15	40874232
VPS18	15	40894450
DLL4	15	40929340
ISCA1P4	15	40948869
CHAC1	15	40953471
INO80-AS1	15	41020653
INO80	15	41070837
CYCSP2	15	41108878
CIBAR1P1	15	41163162
RN7SL497P	15	41192265
EXD1	15	41230697
CHP1	15	41231274
OIP5-AS1	15	41284006
OIP5	15	41332591
NUSAP1	15	41332883
NDUFAF1	15	41402493
RTF1	15	41417132
RNU6-1169P	15	41448844
ITPKA	15	41493874
LTK	15	41513829
RPAP1	15	41544250
ELOCP2	15	41557027
TYRO3	15	41559118
MGA	15	41660415
MIR626	15	41691585
MAPKBP1	15	41774697
JMJD7	15	41828110
JMJD7-PLA2G4B	15	41828117
PLA2G4B	15	41838847
RNA5SP393	15	41852029
MIR4310	15	41866551
SPTBN5	15	41872312
EHD4-AS1	15	41921417
EHD4	15	41972555
PLA2G4E-AS1	15	41972793
PLA2G4E	15	42021041
PLA2G4D	15	42084038
PLA2G4F	15	42156610
VPS39	15	42191170
MIR627	15	42199666
VPS39-DT	15	42208400
TMEM87A	15	42273425
GANC	15	42274244
BNIP3P5	15	42313687
CAPN3	15	42404802
RNU6-188P	15	42427697
ZNF106	15	42452905
SNAP23	15	42495644
LRRC57	15	42548786
HAUS2	15	42548847
MYL12BP1	15	42571927
EIF4EBP2P2	15	42581488
STARD9	15	42629842
CDAN1	15	42737118
TTBK2-AS1	15	42737192
KRT8P50	15	42802405
TTBK2	15	42920761
FDPSP4	15	42940358
UBR1	15	43106022
RPS3AP47	15	43116493
SPCS2P1	15	43131008
TMEM62	15	43133719
CCNDBP1	15	43185442
EPB42	15	43215188
TGM5	15	43253658
ATP5PDP1	15	43268388
TGM7	15	43289631
LCMT2	15	43330577
MAPDA	15	43330690
ZSCAN29	15	43370907
TUBGCP4	15	43371103
RN7SL487P	15	43391727
TP53BP1	15	43493095
MAP1A	15	43514283
PPIP5K1	15	43590155
CKMT1B	15	43593601
RNU6-554P	15	43602543
STRC	15	43613187
RNU6-610P	15	43637738
CATSPER2	15	43648844
PDIA3P2	15	43649123
PPIP5K1P1	15	43684339
CKMT1A	15	43693040
RNU6-353P	15	43702363
STRCP1	15	43718184
RNU6-354P	15	43734285
CATSPER2P1	15	43746336
PDIA3	15	43746439
ELL3	15	43776572
SERF2	15	43792325
MIR1282	15	43793759
SERINC4	15	43799615
HYPK	15	43800455
MFAP1	15	43824686
WDR76	15	43826999
PIN4P1	15	43876244
ACTBP7	15	43990184
FRMD5	15	44059380
GAPDHP55	15	44063511
GOLM2	15	44288840
GAPDHP43	15	44354691
CTDSPL2-DT	15	44427144
CTDSPL2	15	44427793
HNRNPMP1	15	44449344
EIF3J-DT	15	44536921
EIF3J	15	44543933
SPG11	15	44636755
PATL2	15	44676890
B2M	15	44711518
TRIM69	15	44736528
SORD2P	15	44861850
RNU1-119P	15	44884616
RNU6-1108P	15	44927703
TERB2	15	44956710
RNU6-1332P	15	44962830
RNU6-966P	15	44973558
RNU1-78P	15	45003028
SORD	15	45023211
DUOX2	15	45113454
DUOXA2	15	45114326
DUOXA1	15	45129878
DUOX1	15	45138818
SHF	15	45187705
H3P39	15	45215547
SLC28A2	15	45252243
SLC28A2-AS1	15	45279232
RNU6-953P	15	45354885
GATM	15	45378544
AFG2B	15	45402375
C15orf48	15	45430610
MIR147B	15	45433050
SLC30A4-AS1	15	45450118
SLC30A4	15	45522623
SNORA41B	15	45537250
HMGN2P46	15	45555482
DPPA5P2	15	45566776
BLOC1S6	15	45587467
SQOR	15	45635048
MTND5P40	15	46341354
RNU6-1014P	15	46660658
RN7SKP101	15	46720512
RN7SKP139	15	47272597
SEMA6D	15	47717444
RPL7AP62	15	47730935
LINC01491	15	47846257
SLC24A5	15	48121014
MYEF2	15	48158921
CTXN2	15	48178429
CTXN2-AS1	15	48191625
SLC12A1	15	48206918
DUT	15	48331456
DUT-AS1	15	48331846
FBN1	15	48445412
FBN1-DT	15	48645906
CEP152-AS1	15	48783177
CEP152	15	48811008
SHC4	15	48877839
EID1	15	48878135
KRT8P24	15	48971803
SECISBP2L	15	49019647
RN7SL577P	15	49042643
COPS2	15	49155599
NDUFAF4P1	15	49156329
MIR4716	15	49169153
GALK2	15	49170247
RPL15P19	15	49178741
RN7SL307P	15	49199194
FGF7	15	49423242
FAM227B	15	49620809
DTWD1	15	49621076
RNA5SP394	15	49982443
ATP8B4	15	50113329
SLC27A2	15	50182230
RN7SL494P	15	50244931
HDC	15	50265666
RNU6-94P	15	50347529
GABPB1-IT1	15	50354861
GABPB1	15	50355155
GABPB1-AS1	15	50355305
MIR4712	15	50360329
AHCYP7	15	50417385
USP8	15	50424438
RNA5SP395	15	50463381
USP50	15	50545593
TRPM7	15	50589310
RN7SL354P	15	50688900
SPPL2A	15	50765694
RPL32P30	15	50798670
AP4E1	15	50908686
DCAF13P3	15	50944663
TNFAIP8L3	15	51094906
MIR4713HG	15	51157735
MIR4713	15	51242190
CYP19A1	15	51282384
MIR7973-1	15	51314034
MIR7973-2	15	51314107
GLDN	15	51341946
DMXL2	15	51471293
SCG3	15	51681532
SCG3-AS1	15	51695765
LYSMD2	15	51738111
TMOD2	15	51751615
TMOD3	15	51839480
RNU6-90P	15	51907200
LEO1	15	51971777
MAPK6-DT	15	52019095
MAPK6	15	52019232
BCL2L10	15	52112771
GNB5	15	52162174
CERNA1	15	52180008
MIR1266	15	52277200
MYO5C	15	52295768
MYO5A	15	52381306
EEF1B2P1	15	52505191
ARPP19	15	52569136
ATOSA	15	52678756
ONECUT1	15	52789866
LINC02490	15	52804500
RPSAP55	15	52885595
EEF1A1P22	15	52938518
RNU2-53P	15	53651977
WDR72	15	53759631
RNU6-449P	15	53764204
HNRNPA1P74	15	54321565
UNC13C	15	54382558
RSL24D1	15	55196902
RAB27A	15	55289767
PIGBOS1	15	55319129
PIGB	15	55319242
MIR628	15	55373034
CCPG1	15	55408279
PIERCE2	15	55408539
DNAAF4-CCPG1	15	55498350
DNAAF4	15	55498373
PYGO1	15	55588345
PRTG	15	55740596
NEDD4	15	55993570
CNOT6LP1	15	56007176
RN7SL568P	15	56029981
CD24P2	15	56071421
RFX7	15	56244363
RNU6-1287P	15	56274636
HMGB1P33	15	56323193
TEX9	15	56365441
MNS1	15	56465085
ZNF280D	15	56733487
LINC03065	15	56887058
TCF12-DT	15	56918439
TCF12	15	56919368
HNRNPA3P11	15	57247893
SNORD13D	15	57278673
LINC00926	15	57306374
LINC01413	15	57318968
NDUFB10P1	15	57326447
CGNL1	15	57376512
RNU6-844P	15	57405175
MYZAP	15	57591953
GCOM1	15	57592033
POLR2M	15	57706719
ALDH1A2-AS1	15	58065225
ALDH1A2	15	58102489
AQP9	15	58138336
MTCO3P23	15	58150275
MTND3P12	15	58150635
MTND5P32	15	58152606
MTCYBP23	15	58154960
LIPC	15	58421034
LIPC-AS1	15	58498735
HMGB1P51	15	58672296
HSP90AB4P	15	58693125
RN7SKP95	15	58704154
ADAM10	15	58749713
SNORD3P1	15	58760681
MINDY2-DT	15	58771010
MINDY2	15	58771224
ZNF444P1	15	58865006
RPL21P14	15	58869659
SLTM	15	58933587
RNF111	15	58988032
RPL21P113	15	59050385
CCNB2	15	59105136
MIR2116	15	59171262
LDHAL6B	15	59206843
RNU4-80P	15	59212788
MYO1E	15	59318762
RNU6-212P	15	59341417
NSA2P4	15	59402004
RPL7AP75	15	59408154
FAM81A	15	59438245
RPL21P114	15	59525881
RPL21P117	15	59553093
RNA5SP396	15	59574222
GCNT3	15	59609880
GTF2A2	15	59657492
PIGHP1	15	59676757
BNIP2	15	59689286
RPS3AP6	15	59768352
NMNAT1P5	15	59964942
FOXB1	15	60004311
MESTP2	15	60054092
RPL36AP44	15	60390371
ANXA2	15	60397970
ICE2	15	60479110
RORA-AS1	15	60479194
CYCSP38	15	60558080
RORA-AS2	15	60681569
RNA5SP397	15	60736769
RORA	15	60967742
LINC02349	15	61729764
VPS13C	15	61958653
VPS13C-DT	15	62060514
C2CD4A	15	62066977
NPM1P47	15	62083305
C2CD4B	15	62165502
GOLGA2P11	15	62270680
MIR8067	15	62304734
MIR6085	15	62343029
HMGN1P26	15	62362331
TLN2	15	62561383
MIR190A	15	62823957
TPM1	15	63042830
TPM1-AS	15	63048967
LACTB	15	63122222
RPS27L	15	63157476
RAB8B	15	63189602
APH1B	15	63277614
CA12	15	63381845
LINC02568	15	63390177
USP3	15	63504665
FBXL22	15	63597389
USP3-AS1	15	63600760
HERC1	15	63700621
MIR422A	15	63871019
DAPK2	15	64046322
CIAO2A	15	64093878
SNX1	15	64096003
SNX22	15	64151735
PPIB	15	64163012
CSNK1G1	15	64337750
PCLAF	15	64381444
TRIP4	15	64387854
ZNF609	15	64460987
GAPDHP61	15	64529671
RPL21P15	15	64631914
RNU6-549P	15	64671263
OAZ2	15	64703204
MIR1272	15	64762515
RBPMS2	15	64775589
PIF1	15	64825625
PLEKHO2	15	64841915
ANKDD1A	15	64911916
SPG21	15	64989734
MTFMT	15	65029625
SLC51B	15	65047539
RASL12	15	65067991
KBTBD13	15	65076746
UBAP1L	15	65106384
PDCD7	15	65129170
CLPX	15	65185348
CILP	15	65211468
RNU6-686P	15	65229861
SNORA24B	15	65285591
PARP16	15	65286878
RNU5A-1	15	65296051
RNU5B-1	15	65304677
IGDCC3	15	65378017
IGDCC4	15	65411085
DPP8	15	65517672
HACD3	15	65530498
RNU6-19P	15	65553187
INTS14	15	65611133
SLC24A1	15	65621938
SNORD13E	15	65696936
MIR4511	15	65719332
DENND4A	15	65776780
HNRNPA1P44	15	65817481
RAB11A	15	65869466
MEGF11	15	65971225
MIR4311	15	66040233
DIS3L-AS1	15	66293491
DIS3L	15	66293582
SCARNA14	15	66347342
TIPIN	15	66356703
RPL9P25	15	66379915
MAP2K1	15	66394340
ATP5MFP6	15	66415198
RPL35AP32	15	66446777
MIR4512	15	66497034
SNAPC5	15	66497759
SNORD18C	15	66501318
SNORD18B	15	66502091
SNORD16	15	66502910
SNORD18A	15	66503314
RPL4	15	66504845
ZWILCH	15	66505312
LCTL	15	66565969
LINC01169	15	66675590
SMAD6	15	66703077
SMASR	15	66956518
HMGN2P47	15	67001085
SMAD3-DT	15	67059230
SMAD3	15	67125716
SMAD3-AS1	15	67146939
RPS24P16	15	67232446
AAGAB	15	67254659
IQCH	15	67258169
IQCH-AS1	15	67521599
C15orf61	15	67521690
MAP2K5-DT	15	67542604
MAP2K5	15	67542823
HNRNPA1P5	15	67627852
SKOR1	15	67824533
SKOR1-AS1	15	67839089
RNU6-1	15	67840045
PIAS1	15	68054447
CALML4	15	68205410
CLN6	15	68229703
HMGN2P40	15	68254549
FEM1B	15	68284607
ITGA11	15	68363739
CORO2B	15	68579065
CARS1P1	15	68749501
MIR4312	15	68801925
ANP32A	15	68820885
SPESP1	15	68930520
NOX5	15	69031793
EWSAT1	15	69074265
GLCE	15	69208214
PAQR5-DT	15	69298781
PAQR5	15	69305533
KIF23	15	69414352
RPLP1	15	69452818
LINC02896	15	69461806
KIF23-AS1	15	69462776
DRAIC	15	69561957
LINC03137	15	69566351
GEMIN8P1	15	69804046
MIR629	15	70079468
TLE3	15	70096798
RNU6-745P	15	70193236
LINC02205	15	70505403
LINC02204	15	70586606
SALRNA3	15	70615547
SALRNA2	15	70635249
UACA	15	70699666
RPL29P30	15	70797099
LARP6	15	70854008
KRT8P9	15	70858714
THAP10	15	70892421
LRRC49	15	70893051
RPL5P3	15	71063989
CT62	15	71115479
HMGB1P6	15	71165415
THSD4-AS1	15	71189063
RPL17P39	15	71341712
THSD4	15	71547228
NR2E3	15	71810573
RNA5SP399	15	71858570
MYO9A	15	72007030
EIF5A2P1	15	72041653
RNU2-65P	15	72045183
SENP8	15	72117615
RPL21P115	15	72134641
GRAMD2A	15	72170311
PKM	15	72231190
PARP6	15	72272498
CELF6-AS1	15	72278876
CELF6	15	72319882
HEXA	15	72375988
HEXA-AS1	15	72376093
RPL12P35	15	72379710
TMEM202	15	72398305
PHB1P20	15	72450657
TMEM202-AS1	15	72474234
ARIH1	15	72474614
MIR630	15	72587217
LINC02259	15	72636942
GOLGA6B	15	72656627
RN7SL853P	15	72664577
HIGD2B	15	72686156
BBS4	15	72686218
ADPGK	15	72783730
ADPGK-AS1	15	72786632
NPM1P42	15	72900260
NEO1	15	73052500
FKBP1AP2	15	73143518
NPM1P43	15	73162928
HCN4	15	73368958
REC114	15	73443164
MRPS15P1	15	73483943
NPTN-IT1	15	73569294
NPTN	15	73633365
CD276	15	73684458
INSYN1-AS1	15	73752323
INSYN1	15	73752794
TBC1D21	15	73873608
LOXL1-AS1	15	73927806
LOXL1	15	73936415
STOML1	15	73992256
PML	15	73994803
DNM1P33	15	74062780
RN7SL429P	15	74072676
GOLGA6A	15	74073013
COMMD4P2	15	74098414
ISLR2	15	74129949
ISLR	15	74174088
STRA6	15	74202858
CCDC33	15	74251522
CCDC33-AS1	15	74319716
PPIAP46	15	74361552
CYP11A1	15	74366197
LINC02255	15	74379064
MIR6881	15	74411432
SEMA7A	15	74433829
UBL7	15	74461133
UBL7-DT	15	74461285
ARID3B	15	74541622
CLK3-AS1	15	74604975
CLK3	15	74616096
EDC3	15	74695998
CYP1A1	15	74725494
CYP1A2	15	74748836
CSK	15	74782605
MIR4513	15	74788757
LMAN1L	15	74812839
CPLX3	15	74826627
MIR6882	15	74840707
ULK3	15	74843145
SCAMP2	15	74873321
MPI	15	74890052
FAM219B	15	74906807
COX5A	15	74938076
RPP25	15	74956772
SCAMP5	15	74995576
PPCDC	15	75023607
RPL36AP45	15	75186968
C15orf39	15	75202043
TRCG1P	15	75234834
NIFKP4	15	75252934
GOLGA6C	15	75258334
RN7SL489P	15	75268430
GOLGA6D	15	75282835
RN7SL327P	15	75292706
DNM1P34	15	75302664
ANP32BP1	15	75322509
COMMD4	15	75336061
NEIL1-AS1	15	75347161
NEIL1	15	75347624
MIR631	15	75353685
MAN2C1	15	75365600
RPL13P4	15	75388267
SIN3A	15	75451694
PTPN9	15	75579299
SNUPN	15	75625707
IMP3	15	75648251
SNX33	15	75648834
CSPG4	15	75712848
CIMAP1C	15	75724041
DNM1P35	15	75738985
PPIAP47	15	75746769
MIR4313	15	75762315
GOLGA6EP	15	75775594
RN7SL319P	15	75785134
DNM1P49	15	75792683
UBE2Q2	15	75843489
RN7SL510P	15	75895040
FBXO22	15	75903958
NRG4	15	76012422
TMEM266	15	76059970
TYRO3P	15	76261690
ETFA	15	76311408
ISL2	15	76336808
MIR3713	15	76586647
RN7SKP217	15	76736641
SCAPER	15	76905114
RCN2	15	76931762
RN7SL278P	15	76977210
KRT8P23	15	76980451
PSTPIP1	15	76995373
TSPAN3	15	77071100
PEAK1	15	77420097
HMG20A	15	77420805
LINGO1-AS1	15	77646339
LINGO1-AS2	15	77663245
LINGO1	15	77803233
CSPG4P13	15	77894684
RN7SL214P	15	77916982
GOLGA6FP	15	77926825
COMMD4P1	15	77942747
ADAMTS7P3	15	77976042
TBC1D2B	15	78039814
SH2D7	15	78085184
CIB2	15	78131271
IDH3A	15	78149377
ACSBG1	15	78234525
DNAJA4-DT	15	78264030
DNAJA4	15	78264562
SKIC8	15	78299598
CRABP1	15	78340351
IREB2	15	78438284
HYKK	15	78507582
PSMA4	15	78540478
CHRNA5	15	78565571
CHRNA3	15	78620789
CHRNB4	15	78660532
RPL18P11	15	78661576
GOLGA6GP	15	78727177
ADAMTS7	15	78811406
RPL21P116	15	78863729
MORF4L1	15	78872974
RNU6-415P	15	78898936
CTSH	15	78945005
RASGRF1	15	78998266
MIR184	15	79209788
HNRNPCP3	15	79236332
ANKRD34C	15	79282722
ANKRD34C-AS1	15	79283911
TMED3	15	79311145
MINAR1	15	79432336
TFDP1P3	15	79560304
RPL7L1P15	15	79668816
RNU6-667P	15	79817450
MTHFS	15	79897005
